,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
5763,258680,34,42,5031717,7769,0,3,1,2
5764,1387169,10,45,4956709,29891,0,3,0,2
5765,42156,39,49,5000259,68581,0,1,1,2
5766,1005347,11,49,4934704,50454,0,9,0,2
5767,1412444,37,12,4975252,59704,1,7,1,2
5768,1242200,39,15,5096611,89285,1,2,0,1
5769,299084,34,40,4971300,73939,0,2,1,2
5770,618560,3,13,4984085,7617,0,2,0,2
5771,993438,30,3,5076873,57950,0,5,1,2
5772,1438356,32,20,5057142,11465,1,9,0,2
5773,1080661,45,38,4975727,38525,1,8,1,2
5774,914237,33,2,4986326,65279,0,8,0,2
5775,259576,24,35,5057545,69190,0,5,1,2
5776,1116465,43,20,4968272,88817,2,4,0,1
5777,976133,3,16,5022120,18468,0,0,1,1
5778,947449,7,27,4981449,11459,1,3,0,2
5779,1021675,45,3,4923464,43173,0,8,1,2
5780,391237,13,24,4956458,73041,1,1,0,1
5781,730784,18,42,4992036,43171,2,9,1,1
5782,981514,15,38,5084645,72938,1,9,0,2
5783,188358,4,41,4926862,7373,1,1,1,1
5784,260850,31,36,4986654,13419,2,0,0,2
5785,918567,38,2,4962567,60364,2,1,1,1
5786,740443,9,15,4994328,71141,1,4,0,1
5787,672992,45,46,4995175,10796,2,3,1,2
5788,1087321,12,33,5039886,89218,1,4,0,1
5789,1471581,42,10,4991849,25786,1,5,1,2
5790,868774,25,14,4983412,647,2,1,0,2
5791,821070,20,7,4918859,55322,0,4,1,2
5792,1214029,48,49,5053737,27444,1,8,0,2
5793,169150,46,9,5054117,70440,0,0,1,2
5794,946694,49,35,5011463,79041,0,5,0,2
5795,547404,23,49,4983060,65289,0,9,1,2
5796,741968,46,37,5103918,75465,0,1,0,2
5797,612832,49,40,4962592,4255,0,7,1,2
5798,483701,44,48,4876020,61532,2,7,0,2
5799,1180556,28,11,4923877,39566,2,5,1,1
5800,1346547,0,3,5032285,86053,1,8,0,1
5801,903991,11,29,4926900,62177,0,6,1,2
5802,606400,33,48,4972744,8478,0,2,0,2
5803,933604,44,22,5055768,45135,2,7,1,2
5804,958583,39,42,5060183,37154,2,1,0,1
5805,478272,1,21,4998736,17816,1,4,1,1
5806,933753,16,3,4957049,65216,2,8,0,1
5807,1468977,25,25,5042419,79768,1,0,1,0
5808,394937,5,32,4978383,21698,2,4,0,1
5809,670520,17,32,4978095,14108,1,8,1,2
5810,750126,17,31,5103977,54193,2,2,0,1
5811,1253684,30,16,5010304,12836,0,8,1,2
5812,23110,7,1,5040083,45981,1,8,0,2
5813,326558,25,10,5013048,57085,1,4,1,1
5814,691594,25,45,5079066,44305,0,9,0,2
5815,237009,39,2,5033421,65228,1,3,1,1
5816,632380,25,41,5011372,88630,0,1,0,2
5817,948014,14,2,4960519,87437,1,7,1,1
5818,602929,46,9,4999720,77450,1,2,0,2
5819,1354574,3,14,5017922,67965,1,0,1,0
5820,1286830,14,14,4934465,6744,1,8,0,2
5821,49210,41,24,4995992,76780,0,9,1,2
5822,1394358,19,2,4971791,69300,0,6,0,2
5823,1483732,2,33,4952513,52551,0,7,1,2
5824,752872,18,9,4991825,20090,2,4,0,2
5825,116236,23,34,5057682,1395,0,9,1,2
5826,1218497,10,13,4895546,20469,1,4,0,2
5827,933833,1,17,5057683,22634,1,2,1,1
5828,144067,28,27,4942322,23460,1,1,0,2
5829,746686,16,26,5068563,38924,0,1,1,1
5830,982262,42,46,5050185,25233,0,6,0,2
5831,1156394,28,33,5112022,38349,1,9,1,2
5832,812068,12,36,4977714,67004,0,8,0,2
5833,214093,25,16,4951890,31048,0,2,1,2
5834,863647,1,12,5031116,59166,2,6,0,1
5835,920169,30,21,5019673,72014,2,9,1,1
5836,585305,18,31,4994463,15884,0,1,0,2
5837,750883,40,9,4979381,73796,1,6,1,2
5838,25120,28,18,4971933,68946,2,3,0,1
5839,974893,29,15,5062600,55984,0,8,1,2
5840,537637,33,5,4998056,70148,0,6,0,2
5841,985654,40,3,4976714,29549,0,2,1,2
5842,1255564,45,31,4984771,25995,2,8,0,2
5843,1207490,31,41,4995926,22959,2,2,1,1
5844,1191378,29,4,4926856,43345,2,2,0,1
5845,217859,48,32,4990435,62836,0,4,1,2
5846,821308,48,5,5024614,43377,1,5,0,2
5847,1426487,47,4,5033618,46541,1,5,1,2
5848,591018,41,23,4944367,63354,2,1,0,1
5849,738022,41,31,5047395,1950,2,7,1,2
5850,917828,28,2,4974443,26483,0,4,0,2
5851,752332,41,2,5039367,8649,0,9,1,2
5852,1346242,21,8,4966347,34337,0,1,0,2
5853,7677,4,9,5056504,82530,2,6,1,0
5854,1485146,43,6,5004671,10776,2,7,0,2
5855,770004,7,34,5056344,1995,1,9,1,2
5856,378778,44,13,4952407,4830,2,3,0,2
5857,25619,26,40,5034823,75049,0,6,1,2
5858,597970,48,24,5049994,80817,1,2,0,2
5859,1008756,43,45,4927395,72804,1,3,1,1
5860,305674,25,37,5000291,10250,1,8,0,2
5861,949401,6,15,4972069,82919,2,5,1,0
5862,496488,14,17,5012790,67335,0,0,0,2
5863,781956,43,43,4974432,79391,1,6,1,2
5864,976855,22,26,5099757,67698,0,1,0,2
5865,10642,15,31,5009373,13575,2,1,1,1
5866,1179232,37,49,4969096,13797,0,6,0,2
5867,563775,41,41,4981216,74205,0,0,1,2
5868,22222,48,35,5056302,33222,1,8,0,2
5869,834089,36,21,4923406,75232,0,4,1,2
5870,1022519,21,10,4950615,43724,0,0,0,2
5871,1375663,2,12,4997068,18653,2,8,1,1
5872,1442297,35,22,5016771,24806,0,7,0,2
5873,8674,25,3,5042242,87551,1,1,1,1
5874,260161,19,11,5030568,79448,0,5,0,2
5875,1027022,46,3,5093732,19286,2,8,1,2
5876,1017783,8,25,4997665,43099,0,7,0,2
5877,1344704,21,44,5011888,61968,0,9,1,2
5878,66495,34,3,5083992,33957,0,0,0,2
5879,305179,39,21,4915888,30609,2,7,1,2
5880,427199,46,36,4990242,77868,2,4,0,1
5881,1101679,7,40,4918210,5327,0,8,1,2
5882,1150567,47,4,5003321,62668,2,8,0,2
5883,696445,45,30,5037105,49741,0,0,1,2
5884,605940,43,6,5023521,69488,0,6,0,2
5885,598847,49,45,4976747,4448,0,1,1,2
5886,603535,43,47,4977111,77096,2,8,0,1
5887,665135,28,20,4977504,83741,0,5,1,2
5888,1566,41,0,5127775,24628,2,2,0,2
5889,109688,7,49,5064891,69765,2,8,1,1
5890,235167,16,37,4894310,69459,2,3,0,1
5891,483531,7,28,5100942,2578,0,7,1,2
5892,423687,11,20,4989476,81200,0,1,0,2
5893,172016,24,28,4997934,59166,0,9,1,2
5894,1340258,12,8,5002735,11151,1,3,0,2
5895,1343965,32,36,4988669,41293,0,4,1,2
5896,661193,17,2,5058211,42441,2,3,0,1
5897,1334804,24,38,4958300,11092,1,6,1,2
5898,531814,14,6,4978918,47147,0,5,0,2
5899,526224,17,22,5043746,34849,2,0,1,1
5900,780927,0,41,4976955,62987,0,0,0,1
5901,303201,43,11,4972251,10287,1,0,1,2
5902,1132280,8,12,4935013,88327,0,2,0,2
5903,884285,23,41,5120044,29159,1,0,1,1
5904,1119396,41,41,4978277,87045,1,4,0,2
5905,1243182,40,26,5080402,72130,0,5,1,2
5906,1136898,45,1,4964078,987,2,7,0,2
5907,1424450,14,8,5023794,5716,2,5,1,2
5908,902814,48,38,5042775,83576,2,3,0,1
5909,1411865,20,48,5027028,52902,0,4,1,2
5910,219097,30,4,4924127,5048,2,1,0,2
5911,1388616,39,49,4936438,11664,2,8,1,2
5912,411760,31,2,4959124,87015,0,9,0,2
5913,713872,2,37,4986229,89511,0,4,1,1
5914,1282041,48,31,4942701,34701,0,6,0,2
5915,1181265,48,16,4954581,82853,1,9,1,2
5916,103016,27,11,4998451,3770,2,3,0,2
5917,349817,29,16,5072390,12746,2,0,1,1
5918,177227,17,10,5094780,7371,1,4,0,2
5919,471670,38,41,4947857,57983,1,0,1,1
5920,1368670,46,20,4948555,69459,0,4,0,2
5921,1379606,46,33,4969029,87904,2,4,1,0
5922,547486,24,18,4935744,5258,0,9,0,2
5923,10303,47,10,4969339,11858,0,6,1,2
5924,480959,3,5,5038370,56497,2,7,0,1
5925,787721,16,5,5022875,88864,1,7,1,1
5926,612590,29,37,4987531,24998,0,8,0,2
5927,289729,21,17,5104157,55814,1,3,1,1
5928,120422,12,42,4963597,40132,0,9,0,2
5929,912824,3,49,4992639,14657,1,1,1,1
5930,100094,7,49,5063532,19764,2,8,0,2
5931,668941,12,12,5069514,56902,0,9,1,2
5932,1308471,15,17,5049547,49542,1,1,0,1
5933,429676,15,33,4960610,42252,0,7,1,2
5934,1319724,22,0,4991462,65578,1,9,0,2
5935,69948,40,0,4923644,36427,2,3,1,1
5936,782158,28,32,4990184,83815,1,5,0,1
5937,82168,47,31,5031915,10321,2,6,1,2
5938,366364,10,3,4963582,67840,0,2,0,2
5939,1205388,48,39,4930700,69264,2,5,1,1
5940,706542,15,40,4962232,58721,0,6,0,2
5941,458745,12,29,4944312,16574,2,0,1,1
5942,77110,6,14,4953688,35534,2,4,0,1
5943,1357884,37,10,5030108,23782,1,4,1,2
5944,202098,48,48,4987422,65569,0,1,0,2
5945,1147396,27,32,5051001,34479,0,0,1,1
5946,122095,16,30,5013257,67141,0,7,0,2
5947,394709,12,30,5004053,48585,2,7,1,1
5948,251946,0,19,5015595,80251,1,6,0,1
5949,151933,18,39,4984695,51922,1,7,1,2
5950,1247486,30,40,4981194,67323,0,7,0,2
5951,1112206,14,32,4987509,53753,0,3,1,2
5952,589464,33,49,4994529,66441,1,2,0,2
5953,662163,44,42,5051062,31710,1,4,1,2
5954,14313,10,32,5016537,63117,0,8,0,2
5955,713249,47,14,5014834,30952,1,0,1,2
5956,854543,15,1,4921538,6744,1,2,0,2
5957,1442910,7,39,4907119,52956,1,1,1,1
5958,1752,11,30,4992220,52105,2,7,0,1
5959,604900,26,43,5017670,19006,2,9,1,2
5960,424920,44,13,4961819,6411,2,7,0,2
5961,88695,3,21,4964793,21340,1,3,1,1
5962,1163120,31,1,5048134,35210,1,4,0,2
5963,103341,11,35,4916516,47308,0,7,1,2
5964,505122,41,6,4969667,13240,0,5,0,2
5965,1151636,35,40,5005186,13644,1,2,1,2
5966,646693,47,16,4981938,65597,0,4,0,2
5967,939746,43,3,5055593,56131,1,1,1,1
5968,197630,4,23,5029239,1007,1,2,0,2
5969,1173871,24,45,5065943,18435,2,3,1,1
5970,825387,48,48,4970341,50908,0,1,0,2
5971,1140513,28,10,4956866,43831,2,6,1,1
5972,710718,46,12,4938464,67731,2,3,0,1
5973,1047229,39,48,4967788,81815,0,7,1,2
5974,870932,16,1,5057978,64622,2,0,0,0
5975,826714,0,45,4968115,18841,0,3,1,1
5976,1023779,25,5,5032975,64138,2,8,0,1
5977,153717,29,32,4988998,58307,1,2,1,1
5978,1224790,32,19,4998601,89873,0,9,0,2
5979,1328919,9,31,5016299,10506,1,7,1,2
5980,944690,2,37,4997400,30778,1,2,0,1
5981,882386,49,22,4931989,19700,0,5,1,2
5982,590582,43,14,4995207,63824,1,6,0,2
5983,549664,3,10,5007792,82943,0,3,1,1
5984,521692,8,38,4968719,62029,2,6,0,1
5985,1249926,38,34,5030625,84242,1,3,1,1
5986,250219,48,35,4867168,28677,2,7,0,2
5987,583409,31,49,5028511,30969,2,6,1,2
5988,916741,28,49,4993059,81379,1,4,0,1
5989,1441513,17,14,4983950,68016,0,6,1,2
5990,157742,5,13,4966852,46565,2,2,0,1
5991,791517,22,41,5046840,11947,2,8,1,2
5992,1389012,12,30,4964364,71295,2,6,0,0
5993,279592,39,36,4922560,82828,0,5,1,2
5994,358459,11,37,4978500,63264,1,5,0,1
5995,801112,11,14,5018912,56964,0,6,1,2
5996,1426958,25,8,5035680,38365,0,5,0,2
5997,717412,28,30,5007414,41260,1,9,1,2
5998,61704,20,16,5003399,21236,2,2,0,2
5999,46663,29,45,4911137,27632,1,2,1,2
6000,1467808,44,20,5028352,7031,1,1,0,2
6001,286840,34,27,5014810,58538,2,9,1,1
6002,915717,45,37,4995176,48006,1,2,0,2
6003,228519,12,42,4928662,51194,0,3,1,2
6004,108965,10,26,5071718,80694,2,2,0,0
6005,1379937,40,0,5005909,10962,0,3,1,2
6006,290266,45,41,4973331,44260,0,9,0,2
6007,1349736,13,19,4930507,15199,0,2,1,1
6008,922256,18,12,5025221,36860,2,3,0,1
6009,1371783,26,6,5022575,81572,0,3,1,2
6010,1447322,47,4,4999740,35342,2,0,0,1
6011,510162,49,25,5040448,46654,0,1,1,2
6012,802102,32,40,4978877,79481,1,8,0,2
6013,1248768,43,35,4946631,71324,1,5,1,1
6014,997161,28,36,4998862,63548,1,2,0,1
6015,1048917,37,7,5076503,36782,1,7,1,2
6016,559559,22,43,5048943,87811,2,7,0,1
6017,972471,14,45,4997421,21812,0,3,1,2
6018,1412031,23,8,5047787,58911,2,1,0,0
6019,1093737,22,10,5012307,61901,2,5,1,1
6020,523869,23,49,5008076,6807,2,4,0,2
6021,727490,26,24,4993343,32834,1,9,1,2
6022,849579,45,49,5038475,39040,1,7,0,2
6023,665703,37,0,4943360,35539,0,2,1,2
6024,1076013,16,38,5044167,33967,0,3,0,2
6025,1249885,24,25,4988278,49090,0,1,1,1
6026,1414180,22,37,4894645,11759,0,3,0,2
6027,1070070,45,19,5032580,67632,1,6,1,2
6028,850947,0,12,5040569,57919,0,7,0,2
6029,475618,2,12,5101968,26404,2,7,1,1
6030,876852,18,9,4970225,56520,2,6,0,1
6031,1189131,8,38,5061373,69154,2,4,1,0
6032,163887,13,19,4977969,58830,1,3,0,1
6033,289310,38,20,4963497,51724,1,9,1,2
6034,679,26,46,5000318,39530,2,0,0,1
6035,670780,38,7,4961263,40697,2,2,1,1
6036,750849,12,10,5020695,72555,1,9,0,2
6037,4279,20,32,5083864,51346,0,2,1,2
6038,62543,38,17,4943814,33906,1,6,0,2
6039,290394,11,44,4885157,22492,1,7,1,2
6040,283981,29,27,5000449,26810,0,7,0,2
6041,594980,47,42,4999552,35580,0,6,1,2
6042,1137170,36,18,5019337,67346,0,0,0,2
6043,1397297,41,31,5017323,67694,1,8,1,2
6044,987379,44,15,5042036,71027,2,9,0,2
6045,939094,47,10,5010075,62808,0,5,1,2
6046,1137692,31,29,5053789,31175,2,4,0,2
6047,714401,15,48,4972679,75240,2,9,1,1
6048,945081,8,40,5031870,50860,0,8,0,2
6049,791483,29,4,5065214,48870,0,6,1,2
6050,764017,17,48,4960845,34169,0,1,0,2
6051,711685,0,34,5022927,19008,0,7,1,2
6052,795441,13,8,4901768,50978,2,5,0,1
6053,1043556,8,29,5043619,1597,1,4,1,2
6054,182480,7,14,4990027,89678,1,2,0,1
6055,1181068,3,43,4949286,1086,0,3,1,1
6056,947079,32,44,4999606,78742,2,3,0,1
6057,564698,9,28,4996920,84102,1,9,1,1
6058,592857,41,4,4925719,74805,1,8,0,2
6059,1135854,9,11,4882536,53695,2,5,1,0
6060,469327,28,3,4996369,44997,1,2,0,2
6061,628600,5,25,4955252,33339,2,4,1,1
6062,1393478,8,24,5020968,19154,1,8,0,2
6063,352677,18,12,4963859,54794,0,3,1,2
6064,1067644,31,37,4986491,62251,0,6,0,2
6065,304481,30,31,5081742,22244,1,3,1,2
6066,1050286,45,5,5006705,56217,1,7,0,2
6067,1467947,34,42,5019740,72962,0,6,1,2
6068,989335,9,3,4901938,35247,1,6,0,2
6069,382961,33,25,4833051,37344,2,8,1,2
6070,196189,44,19,4932957,66538,2,0,0,1
6071,616677,3,46,5006359,22240,2,1,1,1
6072,1029960,16,33,5076986,18837,2,0,0,1
6073,1215003,19,5,5006881,82987,2,3,1,0
6074,334131,39,23,4953411,22799,1,0,0,2
6075,493336,8,43,5044524,15065,1,5,1,2
6076,643372,5,35,5019832,73778,1,7,0,1
6077,26124,29,9,4968104,61401,0,0,1,2
6078,398104,15,12,5040995,29371,2,0,0,1
6079,412789,13,33,4964812,80511,1,6,1,1
6080,1459143,7,8,5050329,32275,0,8,0,2
6081,41474,4,5,5019635,13736,2,2,1,1
6082,559276,25,45,4983585,40661,0,3,0,2
6083,1222054,25,6,4994813,41931,0,4,1,2
6084,1086236,42,20,4964374,66210,0,5,0,2
6085,564384,16,13,5021871,57051,0,5,1,2
6086,1402771,6,37,4964590,58037,1,5,0,1
6087,746800,23,17,5009254,29654,2,2,1,1
6088,1269728,3,8,4954975,29865,1,3,0,1
6089,370708,0,0,4977782,40544,0,1,1,1
6090,168070,34,48,4999255,36867,2,8,0,2
6091,304745,42,24,5023441,80640,1,3,1,1
6092,22776,10,19,4928477,7410,1,4,0,2
6093,1063092,39,44,5023140,17618,2,2,1,2
6094,117914,34,27,5048674,74165,0,1,0,2
6095,629737,43,30,4915756,79137,0,1,1,2
6096,347831,44,8,5021015,74471,2,1,0,1
6097,429005,47,9,4954966,22112,0,3,1,2
6098,473859,3,40,4997496,46927,1,6,0,2
6099,299975,39,27,5038937,16436,1,6,1,2
6100,476751,13,15,4960842,15880,1,6,0,2
6101,224427,0,20,4994345,28955,0,6,1,2
6102,609903,44,29,5055972,56382,2,1,0,1
6103,744858,41,29,4954607,85176,2,4,1,0
6104,344500,16,21,4915524,74313,1,3,0,1
6105,1451395,45,48,5034611,77544,1,3,1,1
6106,397591,21,10,5096934,61899,1,6,0,2
6107,1289078,21,22,4967995,45772,0,6,1,2
6108,860200,4,10,4952276,73475,2,5,0,0
6109,956337,36,19,4940690,73491,2,0,1,0
6110,640051,10,29,4954506,26553,0,6,0,2
6111,400952,27,30,4951214,79767,1,7,1,1
6112,985117,10,15,5040794,66214,1,7,0,1
6113,472705,37,45,4996194,88525,2,7,1,1
6114,861138,26,46,4971193,88165,1,6,0,1
6115,668952,25,15,5044553,40317,0,7,1,2
6116,516140,39,12,5037592,60554,2,3,0,1
6117,1026824,8,26,4999627,22014,0,1,1,1
6118,84538,33,29,4992450,37877,2,3,0,2
6119,1039219,37,27,5108475,71101,0,2,1,2
6120,1203031,42,23,4916231,13380,2,7,0,2
6121,1368262,18,45,4962044,1552,0,6,1,2
6122,1258096,16,43,4984054,56851,1,2,0,1
6123,544051,48,39,5015324,33695,2,6,1,2
6124,1417958,49,27,5002757,27919,0,4,0,2
6125,683016,43,39,5059302,34318,0,8,1,2
6126,193948,7,39,4923430,56497,2,4,0,1
6127,1360396,42,49,4956226,59099,0,7,1,2
6128,1196075,42,1,5004484,64414,2,8,0,1
6129,1440047,48,36,4883841,49069,2,7,1,1
6130,913673,48,28,5036911,84533,0,6,0,2
6131,609214,5,29,5006694,74854,0,7,1,2
6132,350261,18,23,4960889,13985,2,9,0,2
6133,1335840,30,49,5026039,75079,0,0,1,2
6134,1063792,6,14,4922833,15294,0,0,0,1
6135,938572,44,22,5013751,82813,1,5,1,1
6136,1353507,34,41,5031612,320,1,0,0,2
6137,358009,31,48,5017276,73008,0,6,1,2
6138,465830,47,3,4989371,64268,0,5,0,2
6139,825715,34,15,4991798,56281,2,5,1,1
6140,499726,23,0,5033150,25331,0,6,0,2
6141,224102,43,27,5036684,80802,2,8,1,1
6142,467378,1,18,4909620,29600,0,2,0,2
6143,1293417,21,7,5087520,65648,0,9,1,2
6144,9533,32,45,5022516,41081,2,3,0,2
6145,321650,34,1,4936908,68575,2,2,1,0
6146,1485058,41,47,5058731,30772,1,2,0,2
6147,982747,11,20,5029087,12039,1,2,1,1
6148,1486841,24,30,5003641,7471,0,8,0,2
6149,587779,13,36,5037961,39359,0,3,1,2
6150,74634,10,13,4970769,31403,2,1,0,1
6151,148611,43,39,4963676,13884,1,9,1,2
6152,660046,23,11,5059083,54763,0,3,0,2
6153,1312300,29,12,5000682,32896,2,3,1,1
6154,1044011,0,38,5054159,44255,0,1,0,1
6155,1465557,35,39,5005444,25843,0,5,1,2
6156,1241270,47,37,4977339,78933,1,5,0,2
6157,4479,29,17,4924110,74790,1,3,1,1
6158,1336142,20,35,4971633,72302,0,8,0,2
6159,740700,48,5,5063843,13536,2,1,1,2
6160,912164,25,43,4970855,67572,2,5,0,1
6161,331462,31,23,4937111,57063,1,9,1,2
6162,358888,17,22,4930396,77815,1,4,0,1
6163,173831,41,36,4999794,60299,0,5,1,2
6164,1117508,32,6,4988687,23476,2,8,0,2
6165,822262,0,12,5092674,25191,0,0,1,1
6166,30423,20,22,5092748,79649,2,7,0,1
6167,18474,7,7,5084089,47397,1,5,1,1
6168,505915,13,38,5030744,27694,1,6,0,2
6169,1073848,48,23,5038088,69129,0,3,1,2
6170,583332,38,37,5056227,46626,0,5,0,2
6171,635770,34,43,4965957,58366,1,8,1,2
6172,456847,27,11,4934858,29772,2,1,0,1
6173,295805,9,47,5026227,1451,1,0,1,1
6174,344088,27,48,5034040,3993,0,2,0,2
6175,1066593,38,41,5049586,84162,1,8,1,2
6176,1254498,18,45,4982742,6769,2,0,0,1
6177,123334,24,44,5030278,62028,1,9,1,2
6178,386264,10,16,4991525,12508,2,3,0,2
6179,672623,19,39,4900019,23529,0,9,1,2
6180,1305100,36,19,4895648,15021,1,4,0,2
6181,1401154,43,36,4972460,86418,0,4,1,2
6182,67709,18,12,4954514,68855,0,6,0,2
6183,1083982,10,3,5098028,2821,0,1,1,1
6184,191593,47,48,5107038,21000,2,4,0,2
6185,332192,8,30,4998835,32669,0,9,1,2
6186,180465,15,16,4920003,23462,1,6,0,2
6187,56097,23,38,5027521,13682,2,7,1,2
6188,525867,38,21,5010590,14129,2,3,0,2
6189,986018,22,42,5010068,14534,2,6,1,2
6190,862058,46,4,5047236,39280,1,2,0,2
6191,884883,14,2,4947046,51570,2,1,1,0
6192,844730,9,19,4989149,39570,2,5,0,1
6193,1372444,14,45,5156030,4953,2,4,1,1
6194,1366170,4,10,4996817,40872,1,5,0,1
6195,897740,47,31,5046011,31772,2,2,1,1
6196,611465,19,15,4957675,45518,1,5,0,2
6197,1424821,5,8,4999843,37691,0,3,1,1
6198,508831,27,39,5026580,79121,0,1,0,2
6199,467236,5,36,5156533,81913,1,5,1,1
6200,72539,45,30,5049787,66216,2,4,0,1
6201,640032,18,0,4950235,56245,2,5,1,1
6202,1167156,28,4,4970155,68555,1,4,0,1
6203,797870,9,24,4983336,44826,2,5,1,1
6204,1216755,49,29,4995515,51412,1,4,0,2
6205,1050712,22,41,5035539,89666,1,7,1,1
6206,571424,31,23,5010704,27182,0,7,0,2
6207,244075,18,48,4967862,78533,0,6,1,2
6208,851981,34,15,5045739,79150,2,2,0,0
6209,972369,2,26,4972216,3109,1,0,1,1
6210,978341,44,21,5056001,5435,2,7,0,2
6211,356282,40,29,4977498,26197,0,2,1,2
6212,1237230,49,38,5019195,12087,1,7,0,2
6213,807468,24,26,4910364,29750,1,5,1,2
6214,1484044,41,44,5060118,39233,0,8,0,2
6215,1011958,1,46,5053532,10456,1,1,1,1
6216,1470486,13,17,4970217,18316,0,9,0,2
6217,30131,32,13,4972741,34330,2,2,1,1
6218,184593,14,35,5051228,52735,1,8,0,2
6219,1160863,49,16,4927657,30532,0,7,1,2
6220,553794,33,36,4888378,32401,2,7,0,2
6221,38426,36,49,5000904,15457,0,4,1,2
6222,106772,12,10,5033536,27216,1,1,0,2
6223,790558,29,36,4994713,15981,0,3,1,2
6224,1308043,41,1,5065319,39911,0,4,0,2
6225,1216640,19,24,5129693,31393,2,3,1,1
6226,486902,39,43,4991849,89236,2,7,0,1
6227,191040,28,6,4869116,17138,2,9,1,2
6228,1219223,30,31,5052662,8194,0,9,0,2
6229,998612,18,6,5067862,44452,0,4,1,2
6230,516986,45,24,4936441,71819,1,5,0,2
6231,703344,4,3,5068282,13023,2,2,1,1
6232,172143,43,23,4949542,55252,1,3,0,2
6233,36137,2,0,4988513,47337,2,7,1,1
6234,483005,14,38,4951253,31459,2,6,0,2
6235,1013333,20,7,4954081,387,0,7,1,2
6236,1293639,32,29,4971582,9204,1,0,0,2
6237,705985,26,13,5000190,86799,1,1,1,1
6238,430450,25,49,4912131,50324,1,7,0,2
6239,404461,4,11,4988103,19362,1,8,1,2
6240,853552,48,45,5041257,42035,2,9,0,2
6241,351365,30,47,4907335,88571,2,9,1,1
6242,937054,17,35,4971394,32651,2,5,0,1
6243,80482,22,30,5029193,53153,2,9,1,1
6244,568248,13,18,4924726,61325,0,1,0,2
6245,606259,30,13,4946805,85088,2,0,1,0
6246,178988,41,44,4949211,47583,0,3,0,2
6247,110976,47,45,4974780,78290,2,0,1,0
6248,1037418,20,4,5013898,21274,1,3,0,2
6249,660948,44,44,4928435,27615,2,7,1,2
6250,312108,47,32,4929373,65122,2,6,0,2
6251,1083429,24,18,5031662,77091,1,0,1,1
6252,1241178,35,43,4996253,28326,1,7,0,2
6253,23236,27,39,4962736,10507,2,5,1,2
6254,1238845,24,36,5037512,87431,0,0,0,2
6255,486474,0,10,4901821,63422,0,1,1,1
6256,1220698,39,48,4939920,66471,2,7,0,1
6257,1224760,40,23,5005799,50025,1,9,1,2
6258,132288,13,20,5005373,469,1,3,0,2
6259,1417399,1,13,4934742,21845,0,5,1,1
6260,993677,20,38,4949940,24524,2,2,0,1
6261,596580,10,0,4995787,43955,2,1,1,0
6262,780140,36,10,4980795,63699,0,4,0,2
6263,925196,21,38,5030388,11273,0,5,1,2
6264,768288,44,44,5013447,53548,1,0,0,2
6265,1157597,13,36,4965159,39200,2,9,1,1
6266,146338,36,25,5038430,39408,2,0,0,1
6267,126813,32,36,5038236,29940,0,2,1,2
6268,360425,36,11,5024896,68905,1,9,0,2
6269,855528,39,0,5021051,47904,1,5,1,2
6270,1173471,3,11,5037558,87486,2,7,0,0
6271,1447250,15,25,4978716,83664,2,6,1,0
6272,1245473,30,40,4978196,64175,2,2,0,1
6273,537550,9,21,5027594,71034,1,7,1,1
6274,699950,17,29,4926071,661,0,7,0,2
6275,401337,15,28,5006857,86813,0,3,1,2
6276,748331,16,29,4890129,8301,0,6,0,2
6277,830854,30,25,5082797,13750,0,4,1,2
6278,1064410,25,21,5060478,61566,1,8,0,2
6279,843413,25,23,5072044,66044,2,3,1,0
6280,338387,34,28,5043408,73056,0,6,0,2
6281,1001055,35,35,4946260,38968,2,8,1,2
6282,950831,8,8,5092222,69888,2,2,0,0
6283,666426,24,32,5013786,84285,2,5,1,0
6284,1268533,20,39,5007850,17406,0,2,0,2
6285,1104829,1,6,4995630,68083,2,7,1,0
6286,486622,2,32,5054792,74119,2,5,0,0
6287,1458980,38,18,5000425,4374,1,8,1,2
6288,285467,3,41,4996383,64720,2,5,0,1
6289,713839,25,43,5037912,28305,1,6,1,2
6290,417761,38,4,4977909,16293,0,2,0,2
6291,513970,21,2,4982045,39730,2,6,1,1
6292,1136251,8,25,4976480,513,0,2,0,2
6293,1497488,27,42,5021680,66163,0,4,1,2
6294,436632,35,10,4938218,40479,2,5,0,2
6295,699027,26,20,4913540,89814,1,7,1,1
6296,1248947,2,9,4941775,73561,2,2,0,0
6297,1035028,43,48,4923313,53599,1,5,1,2
6298,107695,44,15,4962982,23631,0,9,0,2
6299,874846,32,39,5043905,36889,0,3,1,2
6300,160711,21,36,5094774,2049,2,8,0,2
6301,1094255,39,41,5033586,64971,0,9,1,2
6302,261862,44,28,4955340,268,0,9,0,2
6303,1059127,30,14,5116003,70366,0,5,1,2
6304,1081764,8,32,4978196,48641,0,0,0,1
6305,1387873,40,41,4966171,75679,1,6,1,1
6306,1381696,44,26,4976232,51936,0,2,0,2
6307,873842,48,11,5032135,20582,2,9,1,2
6308,1068639,37,26,4983885,53390,0,2,0,2
6309,539060,7,37,5061200,88253,1,7,1,1
6310,438894,8,34,4959405,30045,2,9,0,2
6311,1469375,43,40,4977476,50075,2,9,1,2
6312,750230,41,30,4993240,88642,2,5,0,1
