,Invested Amount,Successful Attacks,Failed Attacks,Business Value,Number of Employees,Employee Training,Known Vulnerabilities,External Advisor,Risk
4438,621352,7,3,4978076,29378,2,9,0,2
4439,1420213,39,34,4968339,38803,1,7,1,2
4440,141020,37,46,5073213,37507,1,4,0,2
4441,794718,49,43,4996815,37399,0,7,1,2
4442,1401627,25,29,4995163,89645,2,7,0,0
4443,823895,41,20,4938737,37238,1,3,1,2
4444,836924,48,12,4992234,50170,0,5,0,2
4445,391867,7,4,4890582,79628,0,6,1,2
4446,553737,17,26,5054351,52453,2,0,0,1
4447,45436,45,6,4961857,50470,1,4,1,2
4448,60165,12,49,5062725,23647,2,3,0,2
4449,470809,42,28,5049439,77900,2,1,1,0
4450,1078958,0,16,4946723,45531,1,6,0,1
4451,386289,14,38,5042576,72043,0,9,1,2
4452,523868,6,35,4980234,46348,0,1,0,2
4453,764595,5,33,4987935,45989,2,2,1,0
4454,661840,36,13,5028013,37819,0,7,0,2
4455,1376359,25,49,4984751,50319,1,8,1,2
4456,441992,22,34,4996117,43296,2,9,0,2
4457,1487573,49,45,5018880,14204,1,6,1,2
4458,239522,7,39,5010768,57472,0,0,0,2
4459,9777,23,11,5056754,1826,0,7,1,2
4460,400542,26,31,4985705,218,0,3,0,2
4461,1053334,43,13,5001949,2182,2,7,1,2
4462,1323768,49,34,4991998,71501,2,4,0,1
4463,1432580,28,40,4986573,53661,1,4,1,1
4464,722991,44,46,5007089,10702,1,0,0,2
4465,207035,43,39,4977726,72029,0,6,1,2
4466,983916,4,13,5052723,26106,0,2,0,2
4467,714161,35,39,4964491,23394,2,4,1,2
4468,1217282,1,17,5034263,70672,0,2,0,1
4469,1373822,46,2,4977329,55458,0,6,1,2
4470,663909,10,42,4990474,44040,0,8,0,2
4471,818859,32,25,4985082,39964,0,3,1,2
4472,597475,37,46,4970001,89107,2,1,0,0
4473,353721,0,44,5058699,14179,2,3,1,1
4474,388664,49,0,4965414,42511,2,8,0,2
4475,1264194,16,43,4941180,20133,1,2,1,1
4476,1037851,1,40,5004155,87248,0,8,0,2
4477,1155530,5,3,4942983,31501,0,8,1,2
4478,918074,16,18,4959853,23036,2,0,0,1
4479,145681,1,32,4981256,37029,2,1,1,0
4480,504352,40,25,5010425,41081,1,4,0,2
4481,1352106,38,1,5007092,86055,2,8,1,1
4482,509242,18,16,5057358,2425,2,9,0,2
4483,60748,8,48,4963161,31284,1,1,1,1
4484,1428537,27,36,5056952,63269,1,4,0,1
4485,803196,12,28,5024609,45033,1,6,1,1
4486,805084,2,42,4985578,86299,1,3,0,1
4487,1391054,22,7,5056301,19660,2,4,1,1
4488,1259452,9,34,4963664,79742,1,4,0,1
4489,443483,14,11,4934353,48540,2,5,1,1
4490,316027,23,43,4984929,35705,1,0,0,1
4491,1280669,37,48,4991049,18018,0,3,1,2
4492,1308162,31,22,4974589,62326,0,1,0,2
4493,1179281,41,28,5026392,20236,2,7,1,2
4494,1441217,3,42,4956407,80191,2,1,0,0
4495,874888,4,0,4975608,17013,2,5,1,1
4496,1389152,7,40,4980113,86322,0,5,0,2
4497,471092,11,37,5057625,35174,1,4,1,1
4498,1172696,46,37,4975028,33253,2,4,0,2
4499,1018063,4,34,5012590,35029,1,8,1,1
4500,781168,30,38,5113736,52687,2,5,0,1
4501,145279,49,3,5072889,52173,0,5,1,2
4502,746656,43,17,5019459,10049,2,5,0,2
4503,801168,18,42,4928107,48197,2,9,1,1
4504,30262,25,24,4999367,6736,2,9,0,2
4505,420025,20,36,4944798,39270,1,5,1,2
4506,1339024,19,8,5005053,47341,0,6,0,2
4507,574074,0,14,5032684,64935,2,0,1,0
4508,289678,47,21,4941897,14979,2,2,0,2
4509,1164722,49,2,5014995,22031,2,4,1,2
4510,1039513,5,29,5055009,51060,0,0,0,1
4511,1033494,19,46,4950411,63093,2,8,1,1
4512,328951,35,47,4957675,70415,0,2,0,2
4513,995387,41,32,4930336,38564,2,7,1,2
4514,1411759,9,2,4941062,19920,1,1,0,1
4515,481465,15,33,5049793,50881,1,3,1,1
4516,623746,16,34,5009570,48656,2,6,0,1
4517,295458,31,13,5036106,67049,1,6,1,2
4518,947926,34,25,5048540,79998,0,4,0,2
4519,629774,0,48,4876038,15993,2,1,1,1
4520,811725,31,3,5052504,54727,1,6,0,2
4521,935624,39,12,4954853,67188,1,8,1,2
4522,673237,21,43,4978038,61706,2,8,0,1
4523,1312609,42,19,4991682,7227,0,4,1,2
4524,397053,16,21,5033885,1321,2,6,0,2
4525,239019,20,4,5022247,78455,1,1,1,1
4526,1488111,39,33,5052877,19868,2,7,0,2
4527,1056175,45,28,4959085,12286,0,8,1,2
4528,1208284,2,37,5026772,64181,1,3,0,1
4529,1118220,8,4,5056282,16796,2,7,1,1
4530,26065,48,46,5046140,33331,0,5,0,2
4531,687614,14,30,4939598,24367,1,1,1,1
4532,615269,32,22,5048436,21380,2,9,0,2
4533,1366092,19,21,4914807,53222,2,1,1,0
4534,137466,21,19,5027853,16965,1,3,0,2
4535,1356737,29,39,5033409,17731,0,7,1,2
4536,612139,25,15,4993010,73061,2,4,0,1
4537,264214,15,18,4911400,9105,1,2,1,2
4538,767437,42,25,5070236,6175,1,3,0,2
4539,597312,2,0,4882998,44919,2,4,1,0
4540,1129325,0,49,5047798,53062,0,9,0,2
4541,1131690,48,43,5106983,40144,0,5,1,2
4542,672665,27,42,5002104,33510,0,3,0,2
4543,551520,2,23,4936926,11981,1,3,1,1
4544,938270,1,4,5078274,19307,1,9,0,2
4545,351992,25,28,4996491,55014,2,9,1,1
4546,946322,48,6,4961650,54311,2,9,0,2
4547,1395931,27,45,4997988,59158,1,4,1,1
4548,210107,20,15,5147283,40713,0,9,0,2
4549,409173,17,1,4973798,41729,0,6,1,2
4550,895300,23,48,5057836,13188,2,7,0,2
4551,726004,42,30,4930204,11058,0,4,1,2
4552,781595,31,32,5058262,48937,2,8,0,2
4553,528280,5,49,4983962,70995,1,5,1,1
4554,463993,13,26,4940845,57338,0,2,0,2
4555,415284,2,9,5002673,9911,2,9,1,2
4556,1319334,16,10,4964716,23233,0,9,0,2
4557,1027213,14,26,5015463,70400,0,0,1,1
4558,520851,12,16,5079111,81903,1,1,0,1
4559,192295,14,31,5023759,82813,2,2,1,0
4560,281156,20,16,5059827,6051,0,8,0,2
4561,135249,37,7,5066513,10492,2,5,1,2
4562,315255,18,35,4910536,35843,0,7,0,2
4563,454703,6,33,5059492,88036,1,0,1,0
4564,984374,4,10,4992621,66095,1,3,0,1
4565,359681,14,3,4994644,45654,0,9,1,2
4566,725450,43,37,5051247,19165,1,0,0,2
4567,1185916,18,49,4924881,26971,1,0,1,1
4568,456386,25,38,5041380,63852,2,7,0,1
4569,644496,4,27,5050778,62206,1,8,1,1
4570,350184,36,6,5064844,55370,1,1,0,2
4571,567150,30,29,4993223,57674,1,9,1,2
4572,1147269,15,32,5027256,30580,2,2,0,1
4573,1198817,35,19,4946709,3911,1,1,1,2
4574,172810,7,42,4993025,77428,0,9,0,2
4575,1259806,3,15,5046170,71717,1,8,1,1
4576,763723,14,7,4961694,67530,2,9,0,1
4577,727168,0,19,5135349,18004,1,4,1,1
4578,412984,47,42,4899087,74737,2,5,0,1
4579,239418,37,11,4959367,49260,2,4,1,1
4580,1106411,15,45,4991741,59687,1,3,0,1
4581,760797,46,29,5061575,12597,1,6,1,2
4582,1078996,45,24,4941050,81836,2,2,0,1
4583,1153457,27,32,4942343,89508,1,4,1,1
4584,1296094,2,31,5010123,44967,0,5,0,2
4585,701399,44,48,5090563,24438,0,7,1,2
4586,796135,8,10,4959526,36382,1,0,0,1
4587,1254335,0,32,5020246,47179,1,4,1,1
4588,653458,24,34,4974364,69669,1,5,0,2
4589,120996,27,41,5043806,27390,1,9,1,2
4590,1008988,18,47,4966933,89208,1,2,0,1
4591,991576,33,36,4935588,41469,2,3,1,1
4592,892921,41,28,4961334,44722,1,2,0,2
4593,1376050,10,23,4951310,63807,1,9,1,1
4594,850468,25,13,5034967,37519,0,4,0,2
4595,86426,18,47,4991649,66711,0,8,1,2
4596,382078,46,2,4966537,38301,1,9,0,2
4597,1100453,28,6,5057991,84829,1,8,1,1
4598,34488,36,45,5058016,63774,2,0,0,1
4599,64133,11,16,5006792,44880,0,4,1,2
4600,1342742,32,42,5124417,46938,2,0,0,1
4601,1033835,33,29,5036218,21051,1,4,1,2
4602,1250723,38,45,5008800,11300,1,7,0,2
4603,1188400,34,23,4949683,77004,2,0,1,0
4604,776292,1,49,5107367,43614,2,9,0,1
4605,951616,20,49,4943604,51008,2,9,1,1
4606,824546,46,49,5035066,8977,0,5,0,2
4607,1313922,4,14,4978824,40166,1,4,1,1
4608,881344,12,26,4952357,81927,1,8,0,1
4609,359348,32,25,5067054,61863,0,6,1,2
4610,1382148,32,49,4955982,71442,2,3,0,1
4611,342651,24,44,5017574,77695,0,1,1,2
4612,366644,26,26,4941206,45067,2,8,0,2
4613,1448502,15,18,5076535,28745,0,2,1,1
4614,760964,32,19,5015607,81676,1,2,0,1
4615,969754,3,37,5007410,61070,0,8,1,2
4616,962065,26,3,4996083,83009,1,9,0,2
4617,907356,37,1,5044034,21156,2,4,1,2
4618,1200859,20,31,5005720,85075,2,8,0,1
4619,900392,12,0,5014862,37545,1,1,1,1
4620,559098,46,42,5079480,63400,1,1,0,2
4621,626692,33,7,5056025,64551,2,6,1,1
4622,430330,3,13,4959302,9896,2,6,0,2
4623,1143439,8,16,5004576,12479,0,5,1,2
4624,682975,49,39,4958034,66546,0,1,0,2
4625,878740,21,32,5060005,77742,1,9,1,1
4626,959504,15,11,5029996,56862,1,6,0,2
4627,885232,15,18,4965112,67727,0,9,1,2
4628,1336846,22,33,5087492,59202,1,8,0,2
4629,1456128,7,34,4934673,40136,0,7,1,2
4630,755210,25,29,5085399,46523,0,6,0,2
4631,1089637,21,0,5038396,77570,0,6,1,2
4632,787981,21,4,5018156,12890,1,9,0,2
4633,958177,40,25,5077552,71695,2,3,1,0
4634,230478,9,14,5113672,516,2,0,0,2
4635,1092645,3,28,4950502,20807,2,1,1,1
4636,1033786,8,1,5015806,78268,1,1,0,1
4637,1173901,22,38,4989003,80500,0,2,1,2
4638,1260974,3,19,5117469,55218,0,8,0,2
4639,996202,10,5,5076311,49438,2,0,1,0
4640,820065,4,29,4876539,29873,0,6,0,2
4641,1144374,11,28,5015578,23187,1,5,1,1
4642,299641,44,9,5031178,69166,0,9,0,2
4643,1444114,43,38,5024821,13079,0,6,1,2
4644,223014,4,47,5049497,33504,1,5,0,2
4645,157256,49,3,4909983,70619,2,3,1,1
4646,84102,49,32,4953238,68991,1,3,0,2
4647,1131121,40,22,5041205,49483,0,5,1,2
4648,291284,40,39,4867488,7188,0,7,0,2
4649,1034103,10,5,4995082,72216,0,5,1,2
4650,1482666,28,1,5065732,59537,1,2,0,1
4651,1230509,42,47,4975141,61437,2,9,1,1
4652,274185,35,8,5033197,85760,2,8,0,1
4653,1361352,2,28,4969965,69140,1,4,1,1
4654,1027312,33,40,4931363,45272,1,5,0,2
4655,1381367,27,44,4903122,33410,1,8,1,2
4656,676788,16,29,5039099,89141,2,1,0,0
4657,1139785,17,19,4988285,55900,0,2,1,1
4658,1434399,41,13,5035643,19535,0,1,0,2
4659,119147,33,8,5000667,77765,2,8,1,1
4660,1316060,16,39,5016759,47522,2,3,0,1
4661,537682,15,39,4989860,47146,1,0,1,1
4662,342215,27,38,4959702,45156,0,0,0,2
4663,814054,45,49,4937860,47500,1,3,1,2
4664,339414,34,0,4977687,59286,1,3,0,2
4665,676422,25,42,5053957,60575,0,8,1,2
4666,1193178,28,41,5065796,17237,1,2,0,2
4667,543623,49,9,4914135,48361,2,3,1,1
4668,1005156,29,13,5001694,86345,2,8,0,1
4669,283484,9,17,5003645,9490,2,5,1,2
4670,554291,45,22,4963695,22390,2,7,0,2
4671,514655,45,23,4901755,72093,0,6,1,2
4672,1046658,0,7,5077122,14905,2,6,0,2
4673,938149,21,39,5040887,32246,2,2,1,1
4674,437308,47,23,4918693,24691,1,4,0,2
4675,271273,9,8,4853707,60627,1,2,1,1
4676,1467560,34,7,5072533,8907,0,3,0,2
4677,1230790,9,13,4975279,49962,0,6,1,2
4678,914478,40,32,4931966,63990,2,7,0,1
4679,765187,0,8,4893118,3861,2,3,1,1
4680,661072,48,49,4997111,60950,1,7,0,2
4681,539483,38,42,5041082,75018,2,5,1,1
4682,1288611,20,34,4998194,6325,0,9,0,2
4683,1219766,49,48,5028736,75771,0,7,1,2
4684,1098613,6,0,5017107,86368,1,2,0,1
4685,30655,15,8,4957419,71100,1,5,1,1
4686,1365442,31,34,5040195,88038,1,6,0,1
4687,1295099,49,21,5015470,21848,2,0,1,1
4688,1489214,18,7,5022332,8735,0,6,0,2
4689,239413,4,7,4965046,40175,2,5,1,1
4690,1186090,39,11,4953602,77204,1,8,0,2
4691,502764,9,24,5010739,87513,0,2,1,1
4692,1267810,0,38,5003698,37410,0,4,0,2
4693,1271433,20,0,4988189,59075,1,3,1,1
4694,231335,6,13,4965094,83561,0,3,0,2
4695,1459197,23,41,4908349,66619,2,5,1,0
4696,293641,46,19,4970341,38168,0,4,0,2
4697,126238,4,18,5004607,22937,2,8,1,2
4698,469699,43,9,4992178,81522,0,4,0,2
4699,956656,49,46,4918989,85017,0,0,1,2
4700,291994,11,26,4929821,11897,2,7,0,2
4701,1220378,24,21,4966296,17101,0,1,1,2
4702,1146453,49,43,4917483,25199,1,5,0,2
4703,1405168,13,39,4999015,36331,1,2,1,1
4704,1342759,33,12,4946279,11757,0,3,0,2
4705,733561,19,34,4956614,84822,2,2,1,0
4706,712802,39,25,4957570,14742,2,8,0,2
4707,472085,5,35,4971533,64602,0,7,1,2
4708,1254189,4,7,4917471,10038,0,2,0,2
4709,625926,48,21,4969562,35018,2,3,1,2
4710,923063,49,12,5096391,80334,2,2,0,1
4711,980392,13,26,4981262,49556,1,1,1,1
4712,1081501,35,24,4977041,3783,2,1,0,2
4713,491198,31,21,5027346,55268,1,3,1,1
4714,1476987,47,32,5040377,61589,0,9,0,2
4715,1163753,15,4,4998113,804,0,9,1,2
4716,852672,23,0,4963855,16488,0,8,0,2
4717,746791,6,28,5021017,464,0,2,1,1
4718,31391,30,17,4981263,77571,0,6,0,2
4719,933270,18,12,4993894,2533,1,6,1,2
4720,555640,40,47,5027883,57317,0,2,0,2
4721,1004367,41,45,5022941,75043,2,4,1,1
4722,814307,18,9,5008546,20492,0,7,0,2
4723,497399,49,40,5016684,20780,0,9,1,2
4724,668392,26,1,4990473,35367,0,7,0,2
4725,1090478,13,15,5013730,26311,0,5,1,2
4726,652097,44,42,5027782,27272,0,7,0,2
4727,1112045,7,34,4980139,41049,0,8,1,2
4728,267565,45,15,4965652,4986,1,5,0,2
4729,1262515,25,34,4973487,31251,0,7,1,2
4730,387135,46,24,4985726,48306,0,5,0,2
4731,1002277,47,7,5046190,33519,2,3,1,1
4732,893666,27,34,5047295,68109,1,0,0,1
4733,515558,12,24,4995338,42040,2,3,1,1
4734,1091360,38,7,4943182,83811,0,5,0,2
4735,890290,28,14,5004110,85944,2,6,1,0
4736,38871,4,44,5033227,71926,0,2,0,2
4737,1227951,41,40,4876084,47652,2,8,1,1
4738,1304671,17,38,4917419,56133,2,7,0,1
4739,1346592,3,3,4938573,48961,0,9,1,2
4740,469864,45,18,5024645,84757,0,1,0,2
4741,1327383,13,5,5018781,52888,2,8,1,1
4742,1401923,8,27,5061814,68577,2,1,0,0
4743,1346226,32,13,4923104,70573,2,5,1,0
4744,1148748,0,42,5064252,72297,2,8,0,0
4745,899290,16,16,4999335,36811,0,5,1,2
4746,712262,29,42,5031928,17235,0,5,0,2
4747,1371161,9,6,4916583,9658,1,1,1,1
4748,1354952,5,42,4965524,78334,1,9,0,1
4749,246110,27,37,5030212,85259,1,7,1,1
4750,1010127,44,19,5028324,58215,0,7,0,2
4751,977380,25,23,4943228,71178,2,1,1,0
4752,1214570,25,39,4999505,65529,1,3,0,1
4753,803723,4,45,5021467,20817,0,2,1,1
4754,259585,12,3,4936596,7728,2,7,0,2
4755,687395,21,9,4998298,65786,1,1,1,1
4756,1401941,29,9,4969261,20559,0,6,0,2
4757,280729,31,31,5029494,51485,1,8,1,2
4758,214538,34,33,4995542,25500,2,3,0,2
4759,1436271,48,37,4991380,64985,0,6,1,2
4760,1254437,33,38,5028421,32269,0,8,0,2
4761,772100,32,18,5025210,52502,2,8,1,1
4762,229142,0,9,4987349,3293,0,8,0,2
4763,1254535,14,45,5040798,19731,2,0,1,1
4764,526776,46,1,4942398,61924,2,7,0,2
4765,1279441,23,34,5003418,47014,1,3,1,1
4766,1275150,38,11,4937365,66203,0,0,0,2
4767,974704,26,44,5028831,70160,0,9,1,2
4768,494474,8,5,5033503,53461,0,6,0,2
4769,593096,32,18,5102490,2313,2,1,1,2
4770,789978,7,38,4957674,6317,2,7,0,2
4771,531198,1,31,4916186,43477,2,5,1,1
4772,1239615,47,40,4968190,23053,0,4,0,2
4773,1270556,0,32,5037631,66940,2,0,1,0
4774,860272,25,21,5083305,74410,0,9,0,2
4775,487951,2,22,5037655,47770,1,0,1,1
4776,1386840,8,31,4985308,20862,1,9,0,2
4777,1317552,40,46,4988973,55564,0,8,1,2
4778,165450,0,44,4922123,65476,2,2,0,0
4779,170287,12,42,4949833,52156,1,7,1,1
4780,46207,42,15,4902606,47817,0,0,0,2
4781,341926,44,23,4936845,212,2,3,1,2
4782,1007232,42,44,5013298,4841,0,3,0,2
4783,1424088,16,8,4916736,61717,0,5,1,2
4784,123478,5,24,4961676,85503,2,5,0,0
4785,97188,31,39,4965211,84878,2,4,1,0
4786,745897,24,35,5066668,61266,2,1,0,1
4787,1312050,34,49,4894245,12028,0,5,1,2
4788,833291,18,4,5006891,335,0,0,0,2
4789,1117399,31,3,4887379,12682,0,7,1,2
4790,775734,6,49,4985975,3284,1,1,0,2
4791,815472,40,40,5016804,47811,0,0,1,2
4792,306832,21,31,5068659,55210,1,2,0,1
4793,107427,39,42,4963536,12239,2,5,1,2
4794,64609,21,3,4968184,84317,2,1,0,0
4795,1243846,41,21,5086669,77732,0,7,1,2
4796,803437,20,25,4997654,48126,1,9,0,2
4797,845863,29,9,5087481,34248,2,8,1,2
4798,990223,2,20,4970858,8661,0,6,0,2
4799,785150,32,39,5033163,9777,1,5,1,2
4800,282806,46,42,5033390,17220,0,8,0,2
4801,1309744,25,30,5018114,1999,1,8,1,2
4802,306395,20,46,5071469,21251,0,3,0,2
4803,1208069,14,49,5012173,22915,1,4,1,1
4804,354611,28,3,5014599,40455,0,9,0,2
4805,344907,11,5,4999937,46750,0,9,1,2
4806,1017961,9,43,4900943,27480,2,3,0,1
4807,1384733,14,20,5042198,47059,1,6,1,1
4808,1340366,48,41,4975807,25922,0,9,0,2
4809,723483,24,22,4967979,28324,2,9,1,2
4810,778581,12,1,5019356,50654,0,4,0,2
4811,419462,21,37,5009210,17632,1,7,1,2
4812,232115,41,34,5040085,66243,0,6,0,2
4813,2880,9,40,5007417,52667,2,1,1,0
4814,490613,17,44,4968576,42764,0,5,0,2
4815,304299,13,22,4948318,74528,2,1,1,0
4816,703226,18,15,4912167,78679,0,5,0,2
4817,604949,36,42,5048471,7637,1,2,1,2
4818,158740,10,48,5005283,58252,2,3,0,1
4819,902399,28,42,5038006,13716,1,2,1,2
4820,766232,8,10,4996726,83641,0,2,0,2
4821,981060,34,5,4957791,63406,1,8,1,2
4822,87641,0,3,5058266,69854,0,1,0,2
4823,511972,0,4,4966740,81790,0,2,1,1
4824,1316568,15,33,5027220,43209,0,6,0,2
4825,1379780,8,26,5100615,69579,2,0,1,0
4826,725817,21,24,4873787,11540,0,9,0,2
4827,818762,11,4,4998129,51419,0,7,1,2
4828,102922,48,2,4948961,23393,2,2,0,2
4829,866132,30,19,5053261,26924,2,0,1,1
4830,240335,38,22,4963807,24763,0,4,0,2
4831,10592,36,23,5075659,68624,0,2,1,2
4832,231291,16,13,4982464,56007,1,9,0,2
4833,266821,30,41,4990988,33689,0,5,1,2
4834,937231,6,25,4997966,9055,1,7,0,2
4835,1481067,12,7,5019179,44507,1,4,1,1
4836,1489323,9,13,5048327,4511,0,1,0,1
4837,607501,34,32,4947589,9521,1,3,1,2
4838,395819,32,9,4890406,43501,0,2,0,2
4839,944505,26,18,5009042,9191,1,1,1,1
4840,43979,35,47,5008069,80818,1,2,0,1
4841,1502965,2,8,5051179,75253,0,4,1,1
4842,585055,43,14,5065506,17224,1,1,0,2
4843,998941,37,49,5013803,28854,0,7,1,2
4844,802129,12,14,4978432,3125,0,5,0,2
4845,1410196,44,2,5090927,45810,1,5,1,2
4846,811052,13,40,4982323,53030,0,3,0,2
4847,179210,44,33,4992167,37799,1,3,1,2
4848,113730,24,11,4983959,70419,1,7,0,2
4849,1005566,35,31,5048747,58281,1,6,1,2
4850,1157341,2,49,4893993,10475,1,3,0,1
4851,1103441,18,6,4989702,16688,0,5,1,2
4852,1111342,37,32,4938660,82064,2,4,0,1
4853,1419382,18,8,5024209,78652,0,8,1,2
4854,90547,9,14,5058352,34835,2,4,0,1
4855,862724,36,12,5009913,3149,2,1,1,2
4856,842235,40,11,4967997,15997,2,8,0,2
4857,298034,20,16,5050131,39963,2,6,1,1
4858,695878,16,4,4970892,13886,2,0,0,1
4859,330578,7,36,4976343,30702,2,6,1,1
4860,223616,36,23,5039469,39418,1,7,0,2
4861,1211794,6,38,5006889,85870,0,4,1,1
4862,391009,30,48,4950838,80343,0,9,0,2
4863,1365263,24,29,4961621,63341,2,5,1,0
4864,583076,39,13,4959135,25552,1,9,0,2
4865,298034,6,43,5025408,51163,1,4,1,1
4866,533078,43,16,4983546,67800,0,4,0,2
4867,827977,6,34,4975010,25356,2,8,1,1
4868,1207950,48,7,4942468,2179,0,8,0,2
4869,866443,46,8,4986020,79904,2,5,1,1
4870,1204936,0,8,5039287,21802,0,2,0,1
4871,619681,37,15,4919592,83160,1,7,1,2
4872,334138,32,41,5072459,67547,1,2,0,2
4873,646369,18,6,5051186,29485,2,2,1,1
4874,1359293,48,15,4923942,85259,2,6,0,1
4875,1238491,48,6,5061742,27636,0,9,1,2
4876,759891,18,27,5025590,66795,0,3,0,2
4877,1246163,46,19,5016315,48916,0,1,1,2
4878,797459,23,22,4981695,89072,2,6,0,0
4879,1333337,33,4,5008977,16000,0,1,1,2
4880,586955,16,45,4971838,64179,0,4,0,2
4881,502937,45,29,4929351,80728,1,5,1,2
4882,153490,32,17,5001801,64827,1,2,0,2
4883,219449,25,7,4957261,46826,1,9,1,2
4884,1064863,47,10,5047407,23524,2,0,0,2
4885,920410,42,40,4995031,886,0,0,1,2
4886,134263,13,2,4998184,35533,0,1,0,2
4887,55364,42,45,4986014,24368,2,5,1,2
4888,69976,38,23,4990097,45518,0,8,0,2
4889,1427657,46,6,5053706,8690,1,8,1,2
4890,463820,0,22,5048252,27337,1,4,0,2
4891,943787,17,20,5022031,60124,1,5,1,1
4892,615384,3,18,5030503,20589,1,9,0,2
4893,1168388,10,45,5003978,21189,1,8,1,2
4894,1110600,37,42,4992873,21034,2,2,0,2
4895,328156,5,10,5013930,21067,2,0,1,1
4896,709282,25,19,4992838,18891,0,0,0,2
4897,1031333,10,27,4960555,13139,0,3,1,1
4898,1469721,5,32,4985662,17778,1,1,0,1
4899,37498,22,22,5032530,23652,0,2,1,2
4900,401938,22,22,4984913,45528,1,9,0,2
4901,323801,5,20,4973649,72525,2,0,1,0
4902,1136458,45,21,5074665,58374,1,6,0,2
4903,1249511,48,1,4960401,75962,0,7,1,2
4904,1196583,23,27,4895406,43155,2,3,0,1
4905,1302987,30,43,4954257,39672,2,9,1,2
4906,603845,28,9,5071530,71750,0,7,0,2
4907,1442343,44,0,5014400,61591,0,0,1,2
4908,345162,26,15,4984160,54628,1,9,0,2
4909,1520817,37,44,5080012,45695,2,2,1,1
4910,1273129,28,44,5038378,65150,1,8,0,2
4911,440535,46,8,4948034,22247,0,8,1,2
4912,1077300,14,7,5085943,21330,2,3,0,1
4913,428210,13,5,4897572,58162,1,8,1,1
4914,1375371,27,7,5011605,25443,2,4,0,2
4915,643376,31,26,4909816,12194,2,3,1,2
4916,830783,28,15,4909579,1773,1,9,0,2
4917,698536,14,15,5034630,60904,1,9,1,2
4918,447039,15,37,5031279,21969,1,5,0,2
4919,1108364,43,28,5009219,81451,2,7,1,1
4920,875782,27,38,5063398,72241,2,8,0,1
4921,68534,2,19,5055493,88096,2,8,1,0
4922,1351366,48,11,5040148,42372,0,1,0,2
4923,248034,0,18,4955267,23928,2,1,1,1
4924,674090,24,23,4996115,3343,0,1,0,2
4925,143929,11,1,4982087,89139,1,9,1,1
4926,323437,0,13,4966776,49253,2,8,0,1
4927,93295,29,8,4936172,19078,0,2,1,2
4928,1427251,39,27,4974127,86143,1,7,0,2
4929,915965,2,38,4992282,75882,1,8,1,1
4930,244820,45,36,5061544,62832,1,6,0,2
4931,921994,6,43,5008341,5225,2,4,1,1
4932,1028692,7,49,4989098,68033,2,4,0,0
4933,304110,19,42,5005890,75611,1,5,1,1
4934,28733,32,19,4876323,56281,0,4,0,2
4935,138568,2,40,5024866,62528,1,9,1,1
4936,1484351,21,10,4969585,39412,2,8,0,2
4937,372782,2,11,4968384,80129,1,7,1,1
4938,979216,9,17,4992023,28964,1,1,0,1
4939,378629,31,32,5017050,40739,2,2,1,1
4940,1328720,0,44,5045945,72207,0,6,0,2
4941,1280227,4,10,4926186,71722,2,5,1,0
4942,1381449,22,2,4978017,81130,2,7,0,1
4943,59510,21,44,5013327,12845,2,8,1,2
4944,1033360,46,14,4940970,82691,0,0,0,2
4945,437306,40,31,4990971,25130,0,2,1,2
4946,1004320,3,37,5012783,87077,0,7,0,2
4947,623403,45,20,4997480,2464,1,0,1,2
4948,1467938,40,17,4970881,40927,2,2,0,1
4949,550522,44,8,5064847,89771,2,1,1,0
4950,259612,24,46,5018746,20306,1,2,0,2
4951,82113,20,24,4929162,55427,0,0,1,2
4952,1243519,17,25,5032065,50407,1,0,0,1
4953,361298,1,3,4893871,82073,0,6,1,2
4954,1147045,35,7,4979413,74771,0,5,0,2
4955,1176206,33,20,4985540,5691,1,4,1,2
4956,814738,22,46,4918823,26116,2,5,0,2
4957,632400,4,41,5041051,2638,2,4,1,1
4958,1242578,14,40,4944238,61416,2,9,0,1
4959,962247,37,1,5012840,61089,2,0,1,0
4960,69458,7,12,4997522,55877,2,8,0,1
4961,258708,7,1,5045625,74210,2,9,1,1
4962,64945,32,4,4932437,85799,0,6,0,2
4963,175159,21,5,4920457,88209,1,0,1,1
4964,179428,7,17,4979579,81038,2,2,0,0
4965,148299,46,10,4904017,80560,1,5,1,2
4966,821167,43,14,5052746,42620,2,5,0,2
4967,1046642,19,22,4994934,15794,2,4,1,1
4968,1440062,3,22,4979392,47965,2,3,0,1
4969,570484,17,30,4906012,8386,1,8,1,2
4970,121045,9,15,5040078,62473,2,2,0,0
4971,299911,47,40,5018671,28494,2,4,1,2
4972,1432912,22,30,5004379,18061,0,3,0,2
4973,1245015,21,20,5059733,60745,1,2,1,1
4974,708965,22,21,4963901,85735,1,2,0,1
4975,785900,17,26,5026017,71969,1,2,1,1
4976,758473,7,20,5046008,20570,0,5,0,2
4977,1050348,5,36,5076493,15805,0,5,1,2
4978,392801,32,47,5056446,19216,1,9,0,2
4979,405886,5,28,5031976,20188,1,1,1,1
4980,886878,23,32,4938777,18436,2,6,0,2
4981,154130,40,17,5011702,776,0,1,1,2
4982,66480,46,19,4962250,85606,0,2,0,2
4983,432441,20,24,5067531,40412,0,2,1,2
4984,213783,7,34,4957568,84519,1,6,0,1
4985,757778,0,20,4891821,82671,2,1,1,0
4986,307804,26,13,4971958,51136,2,2,0,1
